V1	V8	V9	V10	Q46	Q51	Q57	Q1	Q42	Q2_1	Q2_2	Q2_3	Q2_4	Q36_1	Q36_2	Q36_3	Q36_4	Q59_1	Q59_2	Q60_1	Q60_2	Q56	Q37_1	Q37_2	Q37_3	Q37_4	Q38	Q40	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q53	Q54	Q55	Q43	Q42.0	Q43.0	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q50	Q29	Q30	Q52_1	Q52_2	Q19	Q14	Q15	Q16	Q17	Q17_TEXT	Q18	Q3	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q33	Q39	Q44	Q34	Q41	Q35
R_bBJwRdwPlrA6485	4-7-2016__10:37:04_AM	4-7-2016__10:43:29_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	On campus resources and sufficient understanding/training in bioinformatics.	1	NA	1	Staffing sufficient to teach both courses required for the major and teach classes that are wanted.	3	NA	1	http://www.canisius.edu/bioinformatics/	NA	NA	NA	NA	NA	1	3	3	5	4	4	3	3	4	3	3	3	3	4	3	4	NA	1	Not enough computer classrooms for all courses that wish to use them.	4	5	1	2	5	2	4	NA	14	2	1	2	1	1	1	Biology Department	2	3	NA	Cost of entry into field.	NA	NA	NA	NA	NA
R_3RpYtcfJPBl5NDA	4-24-2016__10:46:47_AM	4-24-2016__10:56:07_AM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	1	http://undergrad-catalog.buffalo.edu/archive/1415/academicprograms/bioinfo.shtml	NA	NA	NA	NA	NA	1	5	4	5	5	5	3	3	3	3	3	3	3	4	4	3	NA	NA	NA	4	5	1	2	5	2	4	NA	19	2	1	4	3	3	3	Biochemistry	2	1	NA	Too many things to learn: hard to choose most important among all of biology plus computer science plus statistics	NA	NA	NA	"In our program, anything quantitative, anything computational. Very few with useful programming skills or deep statistical understanding"	NA
R_893RyAAKB8hdYYl	4-22-2016__11:54:35_AM	4-22-2016__12:06:36_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	The course does include minimal bioinformatics content as Excel statistical methods.	3	NA	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	4	3	4	4	4	4	4	4	4	4	4	4	2	4	4	NA	1	"Students often utilize their own operating systems/computers which often contain different software than campus computers, and some programs are not compatible between Macs and PCs."	3	5	1	1	5	2	4	NA	12	8	1	3	1	4	4	Natural Sciences Department	2	6	NA	faculty skilled in bioinformatics of various types that could teach these courses	NA	NA	NA	NA	NA
R_eOIfdzCAvrUmtV3	4-7-2016__12:06:41_PM	4-7-2016__3:17:59_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	A server dedicated to the Biology department with greater access for students	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	3	4	5	5	3	3	4	4	4	3	5	2	4	4	NA	1	Access to sufficient server space and CPUs	3	3	1	2	5	2	4	NA	15	2	1	5	1	1	1	Department of Biology	1	1	"Molecular Phylogenetics sWorkshop based introduction to comparative evolutionary techniques using molecular sequences. Students will learn to produce robust molecular phylogenies, edit and align genetic sequences, select and apply best-fit models of moleular evolution, carry out phylogenetic analyses, interpret phylogenetic tree topologies, and determine timing of divergence using fossil calibrated phylogenies. After completion of this course students will be able to edit and align Sanger sequence dat, perform Bayesian and maximum likelihood analyses using appropriate models of nucleotide substitution, understand how to interpret tree topologies and nodal support, be able to produce time-calibrated molecular phylogenies, understand the problems in delmitating species, be able to recognize cryptic species, and have a basic understanding of next generation sequencing using both Roche 454 and Ilumina Hi-Seq platforms. Students will also look at how to optimize morphological characters onto molecular tree, which can be used to test hypotheses about evolution."	The future is analyzing larger and larger data sets. Therefore server space and computing power remain the greatest challenges	NA	0	NA	NA	NA
R_6KElXJpYA4FRS0R	4-7-2016__11:09:54_AM	4-7-2016__11:47:44_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	I would have to take something else out; I am not a molecular biologist or computer scientist;sIts difficult to schedule courses in computer labs; I would prefer to teach it in conjunction withsactual use of bioinformatic analysis of experimental/real ata;	2	NA	1	Faculty with expertise and interest (e.g. use it in their research) whose courses wouldsbe accessible to all science majors	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	3	3	3	3	3	3	3	3	3	4	4	3	NA	1	"Hard to schedule computer labs because there are numerous constraints on scheduling ofsall courses, particularly labs, and especially computer-labs (there are only a few). Also, itssnot too difficult to teach/learn one program or system, but you would ave to be a bioinformatics major to learn all of them- its a tool for biologists- it needs to be taught, at the undergraduate level,sso that bio/chem/other majors can acquire a reasonable level of exposure and expertise in onescourse that has no math o computer pre-requisites.  Beyond that it can be as sophisticated asspossible given the resources, faculty expertise, student interest."	3	5	1	2	5	2	4	NA	36	1	1	2	3	1	1	Biology	2	2	NA	"Its one more of MANY competencies that are useful-important; The life sciences aresgrowing exponentially in all directions- its been impossible to cover most of it in ansundergraduate major for a long time- now its even impossible to cover, at any leel, evensall of the most basic core competencies. I would say that bioinformatics should be part ofsevery undergraduate biology and/or science program, but its not feasible to require it ofsall students."	NA	NA	NA	NA	NA
R_bNT1OdfgFRq59hr	4-8-2016__9:35:21_PM	4-8-2016__9:42:02_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	Hadnt considered it and would need to adjust current plans	2	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	3	5	5	4	3	4	4	4	4	3	2	2	1	NA	1	"Small computer labs, large lectures"	2	3	1	1	5	2	4	NA	10	8	1	1	3	2	2	Life Sciences	2	3	NA	Lack of computing skills/equipment	NA	NA	NA	NA	NA
R_1QKmEJUCU48fUb3	4-6-2016__2:27:23_PM	4-6-2016__2:37:08_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	Curriculum is already overloaded in biology degree programs and courses.	1	https://www.rit.edu/science/gsols/	1	https://www.rit.edu/science/gsols/	NA	NA	NA	NA	NA	1	5	4	4	3	5	2	4	2	4	2	4	4	3	3	3	NA	2	NA	4	5	1	2	6	3	4	NA	15	2	1	4	3	4	4	GSOLS	4	3	No thank you	Hurdles of thinking algorithmically	NA	NA	NA	NA	NA
R_3MMTd93VG81kkCO	4-5-2016__12:44:35_PM	4-5-2016__12:56:28_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"Ideas on what to do, time in which to implement it"	1	NA	3	NA	1	"School_of_Life_Sciences,_bioinformatics_analysis,_https://www.rit.edu/science/programs/minor/bioinformatics-analysis"	1	"School of Life Sciences, bioinformatics, https://www.rit.edu/science/programs/bs/bioinformatics"	NA	NA	NA	NA	NA	1	5	4	3	3	3	3	3	3	3	2	2	2	2	2	2	NA	1	"availability of computer lab, different operating systems on students own computers"	2	4	1	1	5	2	4	NA	19	3	1	3	2	3	3	Thomas H. Gosnell School of Life Sciences	3	3	NA	differences in student backgrounds and familiarity with computation	NA	NA	NA	NA	NA
R_p3Hzxyqx4oCcavD	4-5-2016__12:59:35_PM	4-5-2016__2:14:00_PM	1	1	1	1	2	1	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	2	NA	1	NA	1	BS and BS/MS in Bioinformatics taught in the School of Life Sciences	NA	NA	NA	NA	NA	1	5	4	4	5	5	5	4	5	4	4	4	4	3	4	4	Integrating fundamental biological knowledge with data analysis skills.	2	NA	3	4	1	2	5	2	4	NA	33	2	1	4	2	3	3	School of Life Sciences	3	3	"Bioinformatic Analysis of Macromolecules (BIOL 325), School of Life Sciences This course will introduce you to the computational analysis of genetic sequences.  Emphasis will be placed on genetic information derived from the human genome project but findngs from the genomes of other model systems will be presented as well.  Each week we will meet for Lectures will discuss available computational tools for extracting biological information from nucleotide and protein sequences.  The computer-based laboratry will employ bioinformatics software to demonstrate how to manage, search and analyze genetic sequences.  Laboratory sessions will include the use of programs to predict genes, perform multiple sequence alignments and analyses, predict protein secondarystructures, construct phylogenetic trees and access publically available databases.   Genomics (BIOL 340) School of Life Sciences his course introduces students to the analysis of complex genomes. Emphasis is placed on genetic information derived from te human genome project but advances with genomes of other model systems will be discussed. Lectures cover scientific techniques used to map and sequence the human genome, as well as strategies for identification of disease susceptibility genes. The laboraory utilizes an automated DNA sequencer to demonstrate the acquisition of genetic sequences. Laboratory sessions emphasize cycle sequencing of cloned DNA fragments using an automated fluorescent DNA sequencer. Ethics in Bioinformatics (BIOL 425/625) Schol of Life Sciences This semester we will review a number of topics related to ethics in bioinformatics and in our contemporary society where information is easily shared, stolen and revised.  Your instructor will introduce each topic and lead an introducory discussion.  You will follow up with presentations relevant to the weekly topic.  All lectures and presentations will be interactive and include ample opportunities for discussion.  Consequently, class pa"	Convincing administrators that faculty from disparate departments can and should teach outside of their home department.	NA	NA	NA	NA	NA
R_24RRrTLS0X4R1lz	4-18-2016__3:06:26_PM	4-18-2016__5:56:34_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	Some students have problems using databases and analyzing data.	2	NA	1	"Rochester Institute of Technology, Gosnell School of Life Sciences (GSOLS), Bioinformatics"	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	The bioinformatics major has most of the competencies you would need in the workplace.	1	I had a program installed in the computer lab powered by Java.  The lab personnell changed the Java program making my program make errors.  It took me several days to figure out what was going on.  Some students were very sarcastic about how competent I ws to teach them.  So really I need computer support that helps me debug errors and problems that I find in lab.	3	4	1	1	5	2	4	NA	43	3	1	3	2	3	2	School of Life Sciences	2	3	"Cell Physiology  I did microarrays thought the GCAT program and had the students use bioinformatics analysis to analyze their data and to suggest future experiments.  However, I no longer teach this course.  I found it too difficult for many students to gt good microarray data.  Many students were frustrated doing the bioinformatic analysis and did a sloppy job of copied answers off other better informed students.  Another faculty member is now doing this course and trying to include bioinformatic analysi."	"My challenge is that I never became proficient in using computers and had to work very slowly to get a program to run and to get the data out.  I partnered with a statistician and our joint course worked well.  However, she did not get tenure and left.  Ihavent found another collaborator.  When I do workshops, I am always behind and my programs dont usually run.  I am not that good with a new program at trouble shooting."	NA	NA	NA	NA	"Since I am not currently teaching a course with bioinformatic content, I dont have anything to upload at this point,"
R_5C7bCWxIUYtMGgt	4-19-2016__7:20:00_PM	4-19-2016__7:27:42_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	1	"faculty time, resources"	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	4	5	3	3	5	4	3	3	3	5	4	5	NA	NA	NA	5	5	1	2	5	2	4	NA	17	2	1	3	3	2	2	Biology	3	4	"Genome Analysis, Biology, This course examines and utilizes modern experimental strategies to study DNA, RNA, and protein. Special emphasis is placed on bioinformatics resources for cellular molecules and strategies for their simultaneous analysis. Lecturs will be supported by the analysis of primary literature, computational laboratory experiments, and traditional laboratory experiments. Topics covered will be discussed with respect to modern questions in genomics, molecular genetics, and biochemistry"	Faculty time and resources.	NA	NA	NA	NA	NA
R_40ffNjXotxo5lzL	4-8-2016__10:08:16_PM	4-8-2016__10:16:40_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	lack of training on my part	1	NA	1	instructors with the skills to teach bioinformatics	2	NA	2	NA	NA	NA	NA	NA	NA	1	2	2	4	4	3	2	1	2	2	2	2	6	1	2	2	NA	2	NA	1	5	1	1	5	2	4	NA	21	2	1	2	3	1	1	Division of Biology	1	2	NA	lack of training to teach the topic	NA	NA	NA	NA	NA
R_0eLiekBjyDVSXeB	4-8-2016__9:04:13_AM	4-8-2016__9:27:01_AM	1	1	1	1	2	1	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	Main barrier I see is lack of basic of command line computing skills.  If students were more familiar with bash commands and scripts teaching bioinformatics concepts were be more productive.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	3	3	5	3	3	3	4	3	2	3	3	4	3	2	NA	2	NA	3	5	1	3	6	3	4	NA	8	2	1	2	3	1	1	Biology	2	3	Bioinformatics. BIOL 195 (4 credits). A course developed for freshman and sophomore students to provide early exposure to genomics data and pipelines.   Genomics BIOL 322: Introduction to genomics (4 credits) with lab Advanced topics in Genome evoluion: BIOL 480. Novel bioinformatics basic research course were students develop the questions and find the answers to novel research topics (3 credits)	Math and computer skills	NA	0	NA	NA	NA
R_a8CNjq8O0IkutBX	4-25-2016__10:41:25_AM	4-25-2016__10:55:27_AM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	"I am personally lacking in bioinformatics skills, and leave this responsibility to other department members."	1	NA	2	NA	1	HHMI_Genomics_Certificate	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4IrE9EhjS4CMsaV	4-7-2016__10:42:22_AM	4-7-2016__12:58:02_PM	0	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	Not a lot of faculty expertise in the area.	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	3	5	5	4	4	4	4	4	4	4	2	3	4	NA	1	NA	3	4	1	2	5	2	4	NA	33	3	1	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA
R_9mlnRy7mG1m4zpn	4-7-2016__12:11:46_PM	4-7-2016__12:21:15_PM	0	1	1	1	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	The colleges security settings for students (way too high) for running open source software	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	3	4	5	5	3	3	5	3	3	3	4	3	4	4	NA	1	I need a dedicated server for the department I work in so that students can have more open access to the software I teach without breach college network policies	3	3	1	2	5	2	4	NA	15	2	1	5	1	1	1	Department of Biology	1	1	NA	NA	NA	NA	NA	NA	NA
R_56aB0SACBP3qrEp	4-11-2016__11:00:33_AM	4-11-2016__11:04:54_AM	0	1	1	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	2	1	Time and small number of students	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	Maybe more on the computer programming aspect	1	NA	3	4	1	1	5	2	4	NA	23	3	1	1	2	2	2	Math/Science	2	1	NA	NA	NA	NA	NA	NA	NA
R_7OoKjYax1fC2GDH	4-18-2016__3:03:31_PM	4-18-2016__3:06:26_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	limited time to develop teaching modules outside my personal skill set	3	NA	1	too few faculty for too many students	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4OvZMTcndFQ5Rop	4-10-2016__7:40:18_PM	4-10-2016__10:09:21_PM	0	1	1	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	4	4	5	5	4	4	5	4	4	3	"Program writing, UNIX, and Geneious et al."	1	Limited support for software installation; students must use college-owned Mac laptops (which are 4 years old by the time they are seniors).	5	5	1	1	5	NA	4	NA	32	2	1	3	2	1	1	Department of Science	2	3	NA	NA	NA	NA	NA	NA	NA
R_6DsfLZBRs3IXq4d	4-7-2016__12:16:07_PM	4-7-2016__3:57:57_PM	0	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0jEFZXbsYJp31Yh	4-7-2016__9:26:33_PM	4-7-2016__9:27:50_PM	0	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5cqcmBm4hl2R1OZ	4-25-2016__3:06:21_PM	4-25-2016__3:08:32_PM	0	1	1	1	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_78pohGLBiBYQDyt	4-20-2016__9:40:11_AM	4-20-2016__9:42:31_AM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	Mandated content in syllabus	1	NA	3	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_afNNZjcEncxPrud	4-7-2016__10:22:08_AM	4-7-2016__8:01:22_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6fWpbYaRdraQICN	4-7-2016__10:26:14_AM	4-7-2016__10:33:31_AM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	Not an expert	2	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_b3flY7ATrI1UpsV	4-7-2016__12:01:03_PM	4-7-2016__12:02:51_PM	0	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5gKqyeXwtiS2EHr	4-8-2016__12:59:56_PM	4-8-2016__1:08:58_PM	0	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	I do not know the math abilities of my students and how competent they are with statistical programs	3	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	3	2	3	3	2	3	3	3	3	3	2	3	2	NA	2	NA	3	3	1	2	5	2	2	NA	19	2	1	1	1	4	4	biology	7	6	NA	NA	NA	NA	NA	NA	NA
R_3g4P2tdouNCKz6N	4-8-2016__11:53:33_AM	4-11-2016__12:28:28_AM	0	1	1	1	2	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2vhKYgs6ukgHjoo	4-8-2016__10:08:05_AM	4-8-2016__10:25:25_AM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_da7OBP9dIrX83MV	4-25-2016__11:00:49_AM	4-25-2016__11:05:03_AM	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8x3l5zM0AoxdmD3	4-20-2016__11:51:44_AM	4-20-2016__11:53:23_AM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4Pe5Z2XVZjTnh8F	4-8-2016__9:49:05_AM	4-8-2016__9:50:26_AM	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_BPtRCxMn9Mz2DIJ	4-4-2016__11:38:09_PM	4-4-2016__11:46:43_PM	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5mRbgsJCp1cyLkh	4-11-2016__12:28:29_AM	4-11-2016__4:28:56_PM	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0Ca3SlkYZriRYBT	4-7-2016__10:11:48_AM	4-7-2016__10:13:07_AM	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bCoQBfm5EdY2iaN	4-19-2016__2:14:56_PM	4-19-2016__2:17:10_PM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6JVCfypPTT35KOV	4-27-2016__9:00:11_PM	4-27-2016__9:01:01_PM	0	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8ofku4Vw9BXAsIJ	4-25-2016__10:55:12_AM	4-25-2016__11:02:07_AM	0	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
